id,slug,name,normalized_name,description,dish_family_id,primary_category_id,primary_cuisine_id,wikidata_qid,wikipedia_title,dbpedia_uri,origin_text,is_notable,created_at,updated_at
dish-wd-q28455614,korean-black-goat-stew,Korean black goat stew,korean black goat stew,Canonical starter dish entry for Korean black goat stew. Origin: Korea. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q28455614,cat-stews-ce00fa93,cui-wd-q647500,Q28455614,Heugyeomso-tang,,Korea,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1197104,koshari,koshari,koshari,Canonical starter dish entry for koshari. Origin: Egypt. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1197104,cat-noodle-dishes-f57723d0,cui-wd-q1346230,Q1197104,Koshary,,Egypt,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q6434112,kotlet-schabowy,kotlet schabowy,kotlet schabowy,Canonical starter dish entry for kotlet schabowy. Associated cuisine: Polish cuisine. Origin: Poland. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q6434112,,cui-wd-q756020,Q6434112,Kotlet schabowy,,Poland,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q6454033,kottsoppa,Köttsoppa,kottsoppa,Canonical starter dish entry for Köttsoppa. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q6454033,,,Q6454033,Köttsoppa,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1372313,krautshauptchen,Krautshäuptchen,krautshauptchen,Canonical starter dish entry for Krautshäuptchen. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1372313,,,Q1372313,Krautshäuptchen,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q6436687,krembanan,Krembanan,krembanan,Canonical starter dish entry for Krembanan. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q6436687,,,Q6436687,Krembanan,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q101440969,krokan,Krokan,krokan,Canonical starter dish entry for Krokan. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q101440969,,,Q101440969,Krokan,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2937861,krowki,krówki,krowki,Canonical starter dish entry for krówki. Origin: Poland. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2937861,,cui-wd-q756020,Q2937861,Krówki,,Poland,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q693525,kruidnoten,Kruidnoten,kruidnoten,Canonical starter dish entry for Kruidnoten. Origin: Netherlands. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q693525,,,Q693525,Kruidnoten,,Netherlands,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q3476509,kuai,kuai,kuai,Canonical starter dish entry for kuai. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q3476509,,,Q3476509,Kuai (dish),,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q518601,kuciukai,kūčiukai,kuciukai,Canonical starter dish entry for kūčiukai. Origin: Lithuania. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q518601,,,Q518601,Kūčiukai,,Lithuania,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q6441755,kudos,Kudos,kudos,Canonical starter dish entry for Kudos. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q6441755,,,Q6441755,Kudos (granola bar),,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q19728050,kue-ape,kue ape,kue ape,Canonical starter dish entry for kue ape. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q19728050,,cui-wd-q787497,Q19728050,Kue ape,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q21014439,kue-gapit,Kue gapit,kue gapit,Canonical starter dish entry for Kue gapit. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q21014439,,cui-wd-q787497,Q21014439,Kue gapit,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q7377183,kue-leker,kue leker,kue leker,Canonical starter dish entry for kue leker. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q7377183,,cui-wd-q787497,Q7377183,Kue leker,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q97178289,kue-putu-mayang,Kue putu mayang,kue putu mayang,Canonical starter dish entry for Kue putu mayang. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q97178289,,cui-wd-q787497,Q97178289,Kue putu mayang,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q17997301,kue-rangi,kue rangi,kue rangi,Canonical starter dish entry for kue rangi. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q17997301,,cui-wd-q787497,Q17997301,Kue rangi,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q25052639,kue-satu,Kue satu,kue satu,Canonical starter dish entry for Kue satu. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q25052639,,cui-wd-q787497,Q25052639,Kue satu,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q12518675,kue-talam,Kue talam,kue talam,Canonical starter dish entry for Kue talam. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q12518675,,cui-wd-q787497,Q12518675,Kue talam,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q3220237,kuivaliha,Kuivaliha,kuivaliha,Canonical starter dish entry for Kuivaliha. Associated cuisine: Finnish cuisine. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q3220237,,,Q3220237,Kuivaliha,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q60738834,kuksu,Kuksu,kuksu,Canonical starter dish entry for Kuksu. Origin: Korea. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q60738834,,cui-wd-q647500,Q60738834,Kuksi,,Korea,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q6421494,kuli-kuli,Kuli-kuli,kuli kuli,Canonical starter dish entry for Kuli-kuli. Origin: Nigeria. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q6421494,,cui-wd-q7033037,Q6421494,Kuli-kuli,,Nigeria,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q12492887,kuluban,Kuluban,kuluban,Canonical starter dish entry for Kuluban. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q12492887,,cui-wd-q787497,Q12492887,Kuluban,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q15427731,kumpir,kumpir,kumpir,Canonical starter dish entry for kumpir. Origin: Turkey. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q15427731,,cui-wd-q654493,Q15427731,Kumpir,,Turkey,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q16669050,kurnik,Kurnik,kurnik,Canonical starter dish entry for Kurnik. Origin: Russia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q16669050,,cui-russian-0a46376e,Q16669050,Kurnik (pirog),,Russia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q16906849,kuru-fasulye,kuru fasulye,kuru fasulye,Canonical starter dish entry for kuru fasulye. Associated cuisine: Turkish cuisine. Origin: Turkey. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q16906849,,cui-wd-q654493,Q16906849,Kuru fasulye,,Turkey,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2963566,kwanga,kwanga,kwanga,Canonical starter dish entry for kwanga. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2963566,,,Q2963566,Chikwangue,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q137393900,kyalla,Kyalla,kyalla,Canonical starter dish entry for Kyalla. Origin: Armenia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q137393900,,cui-wd-q684343,Q137393900,Kyalla,,Armenia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q3272930,kyaraben,Kyaraben,kyaraben,Canonical starter dish entry for Kyaraben. Origin: Japan. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q3272930,,cui-wd-q234138,Q3272930,Kyaraben,,Japan,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q137883935,la-bouillie,La bouillie,la bouillie,Canonical starter dish entry for La bouillie. Origin: Chad. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q137883935,,,Q137883935,La bouillie (Chadian food),,Chad,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q6493,labskaus,Labskaus,labskaus,Canonical starter dish entry for Labskaus. Associated cuisine: German cuisine. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q6493,,,Q6493,Labskaus,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1218450,lacon-gallego,Lacón Gallego,lacon gallego,Canonical starter dish entry for Lacón Gallego. Associated cuisine: Galician cuisine. Origin: Spain. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1218450,,cui-wd-q622512,Q1218450,Lacón,,Spain,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q6469786,ladob,Ladob,ladob,Canonical starter dish entry for Ladob. Origin: Seychelles. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q6469786,,,Q6469786,Ladob,,Seychelles,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q6478911,lakerda,Lakerda,lakerda,Canonical starter dish entry for Lakerda. Origin: Turkey. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q6478911,,cui-wd-q654493,Q6478911,Lakerda,,Turkey,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1414887,lamajun,Lamajun,lamajun,Canonical starter dish entry for Lamajun. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1414887,,,Q1414887,Lahmacun,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1561248,lamian,lamian,lamian,Canonical starter dish entry for lamian. Origin: People's Republic of China. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1561248,,,Q1561248,Lamian,,People's Republic of China,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q12492825,lampet,lampet,lampet,Canonical starter dish entry for lampet. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q12492825,,cui-wd-q787497,Q12492825,Lampet,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q30587986,lamprais,Lamprais,lamprais,Canonical starter dish entry for Lamprais. Origin: Sri Lanka. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q30587986,,cui-wd-q2234037,Q30587986,Lamprais,,Sri Lanka,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q613717,lampredotto,Lampredotto,lampredotto,Canonical starter dish entry for Lampredotto. Associated cuisine: Italian cuisine. Origin: Italy. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q613717,,cui-wd-q192786,Q613717,Lampredotto,,Italy,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q109539600,lamprey-pie,Lamprey pie,lamprey pie,Canonical starter dish entry for Lamprey pie. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q109539600,cat-pies-and-pastries-eefde59e,,Q109539600,Lamprey pie,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q575790,langos,lángos,langos,Canonical starter dish entry for lángos. Origin: Hungary. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q575790,,cui-wd-q264327,Q575790,Lángos,,Hungary,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q55285600,laoyou-rice-noodles,Laoyou Rice Noodles,laoyou rice noodles,Canonical starter dish entry for Laoyou Rice Noodles. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q55285600,cat-rice-dishes-e5a0eea5,,Q55285600,Laoyou rice noodles,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q20034,lasagna,lasagna,lasagna,Canonical starter dish entry for lasagna. Associated cuisine: Italian cuisine. Origin: Italy. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q20034,cat-pasta-dishes-18ec3e4d,cui-wd-q192786,Q20034,Lasagna,,Italy,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q827654,lassi,lassi,lassi,Canonical starter dish entry for lassi. Origin: India. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q827654,,cui-wd-q192087,Q827654,Lassi,,India,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q104856718,lavariya,Lavariya,lavariya,Canonical starter dish entry for Lavariya. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q104856718,,,Q104856718,Lavariya,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q4199436,lawar,lawar,lawar,Canonical starter dish entry for lawar. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q4199436,,cui-wd-q787497,Q4199436,Lawar (food),,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q12237734,layali-lubnan,layali lubnan,layali lubnan,Canonical starter dish entry for layali lubnan. Origin: Lebanon. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q12237734,,cui-wd-q929239,Q12237734,Layali lubnan,,Lebanon,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2632589,lazanki,lazanki,lazanki,Canonical starter dish entry for lazanki. Origin: Poland. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2632589,,cui-wd-q756020,Q2632589,Lazanki,,Poland,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q872625,leberknodel,Leberknödel,leberknodel,Canonical starter dish entry for Leberknödel. Origin: Germany. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q872625,,cui-wd-q47629,Q872625,Leberknödel,,Germany,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q60776617,lechon-manok,Lechon manok,lechon manok,Canonical starter dish entry for Lechon manok. Origin: Philippines. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q60776617,,cui-wd-q1520796,Q60776617,Lechon manok,,Philippines,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q25302535,ledikeni,Ledikeni,ledikeni,Canonical starter dish entry for Ledikeni. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q25302535,,,Q25302535,Ledikeni,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2180951,lekkerbekje,lekkerbekje,lekkerbekje,Canonical starter dish entry for lekkerbekje. Associated cuisine: Dutch cuisine. Origin: Netherlands. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2180951,,,Q2180951,Lekkerbekje,,Netherlands,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1684997,lemang,lemang,lemang,Canonical starter dish entry for lemang. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1684997,,cui-wd-q787497,Q1684997,Lemang,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q107094509,lemon-bar,lemon bar,lemon bar,Canonical starter dish entry for lemon bar. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q107094509,,,Q107094509,Lemon bar,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q120069075,lemon-pepper-wings,Lemon pepper wings,lemon pepper wings,Canonical starter dish entry for Lemon pepper wings. Associated cuisine: cuisine of the Southern United States. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q120069075,,,Q120069075,Lemon pepper wings,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2414031,lemper,lemper,lemper,Canonical starter dish entry for lemper. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2414031,,cui-wd-q787497,Q2414031,Lemper,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1827035,lentil-soup,lentil soup,lentil soup,Canonical starter dish entry for lentil soup. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1827035,cat-soups-58c2caa7,,Q1827035,Lentil soup,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q3068890,licitar,licitar,licitar,Canonical starter dish entry for licitar. Origin: Croatia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q3068890,,,Q3068890,Licitar,,Croatia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q112167282,limber,Limber,limber,Canonical starter dish entry for Limber. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q112167282,,,Q112167282,Limber (dessert),,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q19839599,list-of-apple-dishes,list of apple dishes,list of apple dishes,Canonical starter dish entry for list of apple dishes. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q19839599,,,Q19839599,List of apple dishes,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1811076,liver-and-onions,Liver and onions,liver and onions,Canonical starter dish entry for Liver and onions. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1811076,,,Q1811076,Liver and onions,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1570466,liverwurst,liverwurst,liverwurst,Canonical starter dish entry for liverwurst. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1570466,,,Q1570466,Liverwurst,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q3257494,llapingacho,Llapingacho,llapingacho,Canonical starter dish entry for Llapingacho. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q3257494,,,Q3257494,Llapingacho,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q281385,lo-mein,lo mein,lo mein,Canonical starter dish entry for lo mein. Origin: People's Republic of China. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q281385,cat-noodle-dishes-f57723d0,,Q281385,Lo mein,,People's Republic of China,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q121027105,loaded-fries,Loaded fries,loaded fries,Canonical starter dish entry for Loaded fries. Associated cuisine: cuisine of the United States. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q121027105,cat-snacks-and-street-food-7e6d6760,,Q121027105,Loaded fries,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q2894864,lobster-thermidor,Lobster Thermidor,lobster thermidor,Canonical starter dish entry for Lobster Thermidor. Associated cuisine: cuisine of the United States. Origin: France. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q2894864,cat-seafood-dishes-67642233,cui-wd-q6661,Q2894864,Lobster Thermidor,,France,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1202255,loco-moco,Loco moco,loco moco,Canonical starter dish entry for Loco moco. Origin: United States. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1202255,,cui-american-60d23958,Q1202255,Loco moco,,United States,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1420442,lohikeitto,Lohikeitto,lohikeitto,Canonical starter dish entry for Lohikeitto. Associated cuisine: Finnish cuisine. Origin: Finland. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1420442,,,Q1420442,Lohikeitto,,Finland,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q586307,lokma,lokma,lokma,Canonical starter dish entry for lokma. Origin: Iraq. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q586307,,cui-wd-q1036498,Q586307,Lokma,,Iraq,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q12033864,loksa,lokša,loksa,Canonical starter dish entry for lokša. Origin: Slovakia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q12033864,,,Q12033864,Lokša,,Slovakia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1868851,lomo-saltado,Lomo saltado,lomo saltado,Canonical starter dish entry for Lomo saltado. Origin: Peru. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1868851,,cui-wd-q749847,Q1868851,Lomo saltado,,Peru,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q11876213,london-drops,London drops,london drops,Canonical starter dish entry for London drops. Origin: Finland. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q11876213,,,Q11876213,London drops,,Finland,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1683716,lontong,lontong,lontong,Canonical starter dish entry for lontong. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1683716,,cui-wd-q787497,Q1683716,Lontong,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q16738075,lontong-dekem,Lontong dekem,lontong dekem,Canonical starter dish entry for Lontong dekem. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q16738075,,cui-wd-q787497,Q16738075,Lontong dekem,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q126888623,lort-cha,Lort cha,lort cha,Canonical starter dish entry for Lort cha. Associated cuisine: Cambodian Chinese cuisine. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q126888623,,,Q126888623,Lort cha,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q14918748,lotek,lotek,lotek,Canonical starter dish entry for lotek. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q14918748,,cui-wd-q787497,Q14918748,Lotek (food),,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q17116309,love-hearts,Love Hearts,love hearts,Canonical starter dish entry for Love Hearts. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q17116309,,,Q17116309,Love Hearts,,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q8265768,lower-leg,lower leg,lower leg,Canonical starter dish entry for lower leg. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q8265768,,,Q8265768,Crus (lower leg),,,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1105512,lula-kebab,Lula kebab,lula kebab,Canonical starter dish entry for Lula kebab. Origin: South Caucasus. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1105512,cat-skewers-and-grilled-dishes-08780632,,Q1105512,Lula kebab,,South Caucasus,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q4103061,lumpia-semarang,lumpia Semarang,lumpia semarang,Canonical starter dish entry for lumpia Semarang. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q4103061,,cui-wd-q787497,Q4103061,Lumpia semarang,,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q4202016,lupis,lupis,lupis,Canonical starter dish entry for lupis. Associated cuisine: Indonesian cuisine. Origin: Indonesia. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q4202016,,cui-wd-q787497,Q4202016,Lupis (food),,Indonesia,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q1094305,luther-burger,Luther Burger,luther burger,Canonical starter dish entry for Luther Burger. Origin: United States. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q1094305,cat-burgers-09c6dfae,cui-american-60d23958,Q1094305,Luther Burger,,United States,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q123171413,luwombo,Luwombo,luwombo,Canonical starter dish entry for Luwombo. Origin: Uganda. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q123171413,,,Q123171413,Luwombo,,Uganda,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q10910138,luzhu-huoshao,Luzhu Huoshao,luzhu huoshao,Canonical starter dish entry for Luzhu Huoshao. Origin: People's Republic of China. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q10910138,,,Q10910138,Luzhu huoshao,,People's Republic of China,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q15895670,lychee-pork,Lychee pork,lychee pork,Canonical starter dish entry for Lychee pork. Origin: People's Republic of China. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q15895670,,,Q15895670,Lychee pork,,People's Republic of China,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q16664232,m-hancha,M'hancha,m hancha,Canonical starter dish entry for M'hancha. Associated cuisine: Moroccan cuisine. Origin: Morocco. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q16664232,,cui-wd-q1150262,Q16664232,Mhancha,,Morocco,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q16888187,maboke,Maboké,maboke,Canonical starter dish entry for Maboké. Origin: Central African Republic. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q16888187,,,Q16888187,Maboké,,Central African Republic,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
dish-wd-q378341,macaroni-and-cheese,macaroni and cheese,macaroni and cheese,Canonical starter dish entry for macaroni and cheese. Associated cuisine: Canadian cuisine. Origin: United Kingdom. Seeded from Wikidata with an English Wikipedia sitelink.,fam-wd-q378341,cat-pasta-dishes-18ec3e4d,cui-wd-q918277,Q378341,Macaroni and cheese,,United Kingdom,true,2026-04-16T19:12:47+00:00,2026-04-16T19:12:47+00:00
